发货时间,订单号,物流公司,运单号,包裹状态
2025-02-07 13:45:16,250206-477799432571595,中通快递,78480571728328	,已签收
2025-02-07 13:45:16,250206-477159759490392,中通快递,78480571768340	,已签收
2025-02-07 13:45:16,250206-412792931991687,中通快递,78480571729194	,已签收
2025-02-07 13:45:16,250206-402721411422600,中通快递,78480571761503	,已签收
2025-02-07 13:45:16,250206-378399649411855,中通快递,78480571738128	,已签收
2025-02-07 13:45:16,250206-376905428502415,中通快递,78480571783729	,已签收
2025-02-07 13:45:16,250206-310635415152843,中通快递,78480571765287	,已签收
2025-02-07 13:45:16,250206-230466578763142,中通快递,78480587314161	,已签收
2025-02-07 13:45:16,250206-212258035353905,中通快递,78480571753178	,已签收
2025-02-07 13:45:16,250206-193121534372361,中通快递,78480587314054	,已签收
2025-02-07 13:45:16,250206-092447752622890,中通快递,78480571748461	,已签收
2025-02-07 13:45:16,250206-077694308703405,中通快递,78480571748339	,已签收
2025-02-07 13:45:16,250206-071990003242344,中通快递,78480571740685	,已签收
2025-02-07 13:45:16,250206-070144499352959,中通快递,78480571749846	,已签收
2025-02-07 13:45:15,250207-641529342282747,中通快递,78480587301574	,已签收
2025-02-07 13:45:15,250207-528775913073469,中通快递,78480571749151	,已签收
2025-02-07 13:45:15,250207-490817534341012,中通快递,78480571750258	,已签收
2025-02-07 13:45:15,250207-487965355640937,中通快递,78480571739124	,已签收
2025-02-07 13:45:15,250207-321870959031073,中通快递,78480571727852	,已签收
2025-02-07 13:45:15,250207-225622167842384,中通快递,78480571749269	,已签收
2025-02-07 13:45:15,250207-032547879353329,中通快递,78480571737175	,已签收
2025-02-07 13:45:15,250206-674302585250317,中通快递,78480571745753	,已签收
2025-02-07 13:45:15,250206-653855342930300,中通快递,78480571738049	,已签收
2025-02-07 13:45:15,250206-620699348572098,中通快递,78480587313987	,已签收
2025-02-07 13:45:15,250206-542019479920695,中通快递,78480571749363	,已签收
2025-02-07 13:45:15,250206-537589246300696,中通快递,78480571750498	,已签收
2025-02-07 13:45:15,250206-494241135003811,中通快递,78480571739788	,已签收
2025-02-07 13:45:15,250206-460356370820930,中通快递,78480587301590	,已签收
2025-02-07 13:45:15,250206-445671084372952,中通快递,78480571736883	,已签收
2025-02-07 13:45:15,250206-415812840973616,中通快递,78480571779889	,已签收
2025-02-07 13:45:15,250206-355514478231695,中通快递,78480587313946	,已签收
2025-02-07 13:45:15,250206-324377065841161,中通快递,78480571752376	,已签收
2025-02-07 13:45:15,250206-310997173802850,中通快递,78480571732875	,已签收
2025-02-07 13:45:15,250206-308380966542726,中通快递,78480587314159	,已签收
2025-02-07 13:45:15,250206-209657577872526,中通快递,78480571732252	,已签收
2025-02-07 13:45:15,250206-118871856740917,中通快递,78480571771742	,已签收
2025-02-07 13:45:15,250206-063297360271768,中通快递,78480571731180	,已签收
2025-02-07 13:45:15,250206-028211955342496,中通快递,78480571738406	,已签收
2025-02-07 13:45:14,250207-403680826941571,中通快递,78480571737558	,已派件
2025-02-07 13:45:14,250207-301287349830897,中通快递,78480571749060	,已签收
2025-02-07 13:45:14,250207-276750723470885,中通快递,78480571748980	,已签收
2025-02-07 13:45:14,250206-641508381040107,中通快递,78480571737014	,已签收
2025-02-07 13:45:14,250206-600000510362588,中通快递,78480571737318	,已签收
2025-02-07 13:45:14,250206-565968955702592,中通快递,78480571731866	,已签收
2025-02-07 13:45:14,250206-564118187571220,中通快递,78480571734766	,已签收
2025-02-07 13:45:14,250206-544436395600503,中通快递,78480587287667	,已签收
2025-02-07 13:45:14,250206-529494229313190,中通快递,78480587301526	,已签收
2025-02-07 13:45:14,250206-459218686263301,中通快递,78480571749483	,已签收
2025-02-07 13:45:14,250206-396492849564091,中通快递,78480571736988	,已签收
2025-02-07 13:45:14,250206-275277442592329,中通快递,78480587314039	,已签收
2025-02-07 13:45:14,250206-223797583370365,中通快递,78480587314133	,已签收
2025-02-07 13:45:14,250206-093464881461522,中通快递,78480587288477	,已签收
2025-02-07 13:15:04,250207-412803407383981,中通快递,78480587406933	,已签收
2025-02-07 13:15:04,250207-125388756623963,中通快递,78480587427131	,已签收
2025-02-07 13:15:04,250206-647925655981014,中通快递,78480587410087	,已签收
2025-02-07 13:15:04,250206-555006083453854,中通快递,78480587406589	,已签收
2025-02-07 13:15:04,250206-541196295770831,中通快递,78480587405911	,已签收
2025-02-07 13:15:04,250206-530207260972507,中通快递,78480587407159	,已签收
2025-02-07 13:15:04,250206-526081093183898,中通快递,78480587428112	,已签收
2025-02-07 13:15:04,250206-505230169624044,中通快递,78480587417783	,已签收
2025-02-07 13:15:04,250206-492835970650334,中通快递,78480587404239	,已签收
2025-02-07 13:15:04,250206-428579305812749,中通快递,78480587404213	,已签收
2025-02-07 13:15:04,250206-422833047161775,中通快递,78480587403286	,已签收
2025-02-07 13:15:04,250206-260492573080451,中通快递,78480587405873	,已签收
2025-02-07 13:15:04,250206-060151621953225,中通快递,78480587428791	,已签收
2025-02-07 13:15:04,250206-021794680472277,中通快递,78480587410125	,已签收
2025-02-07 13:15:03,250207-501334679092208,中通快递,78480587391747	,已签收
2025-02-07 13:15:03,250207-451359546994058,中通快递,78480587404226	,已签收
2025-02-07 13:15:03,250207-405348104630321,中通快递,78480587418509	,已签收
2025-02-07 13:15:03,250207-338029463052569,中通快递,78480587404175	,已签收
2025-02-07 13:15:03,250207-325771651500812,中通快递,78480587404282	,已签收
2025-02-07 13:15:03,250206-666480156230032,中通快递,78480587403352	,已签收
2025-02-07 13:15:03,250206-616746258744007,中通快递,78480587417252	,已签收
2025-02-07 13:15:03,250206-603633784370856,中通快递,78480587405899	,已派件
2025-02-07 13:15:03,250206-503342743962074,中通快递,78480587409506	,已签收
2025-02-07 13:15:03,250206-416352889182132,中通快递,78480587406484	,已签收
2025-02-07 13:15:03,250206-369481562503835,中通快递,78480587410258	,已签收
2025-02-07 13:15:03,250206-249713170022546,中通快递,78480587403393	,已签收
2025-02-07 13:15:03,250206-200755125800355,中通快递,78480587417906	,已签收
2025-02-07 13:15:03,250206-160185730630243,中通快递,78480587409945	,已签收
2025-02-07 13:15:03,250206-147419317783562,中通快递,78480587428735	,已签收
2025-02-07 13:15:03,250206-108428039680996,中通快递,78480587407026	,已签收
2025-02-07 13:15:03,250206-075277278741071,中通快递,78480587404096	,已签收
2025-02-07 13:15:02,250207-459202957693983,中通快递,78480587406841	,已签收
2025-02-07 13:15:02,250207-188167001631221,中通快递,78480587410643	,已签收
2025-02-07 13:15:02,250207-068849528412452,中通快递,78480587407728	,已签收
2025-02-07 13:15:02,250206-668655951453150,中通快递,78480587425287	,已签收
2025-02-07 13:15:02,250206-665662318912840,中通快递,78480587417691	,已签收
2025-02-07 13:15:02,250206-643809953330147,中通快递,78480587404196	,已签收
2025-02-07 13:15:02,250206-572239388192225,中通快递,78480587406867	,已签收
2025-02-07 13:15:02,250206-558639419722727,中通快递,78480587428217	,已签收
2025-02-07 13:15:02,250206-551063437691289,中通快递,78480587417701	,已签收
2025-02-07 13:15:02,250206-546528325142773,中通快递,78480587407715	,已签收
2025-02-07 13:15:02,250206-535953415812655,中通快递,78480587417066	,已签收
2025-02-07 13:15:02,250206-521336266331433,中通快递,78480587432856	,已签收
2025-02-07 13:15:02,250206-495793006953781,中通快递,78480587426957	,已签收
2025-02-07 13:15:02,250206-458238226022057,中通快递,78480587417286	,已派件
2025-02-07 13:15:02,250206-405017751153737,中通快递,78480587404188	,已签收
2025-02-07 13:15:02,250206-394086388142224,中通快递,78480587417502	,已签收
2025-02-07 13:15:02,250206-379264756142041,中通快递,78480587428403	,已签收
2025-02-07 13:15:02,250206-369481552201268,中通快递,78480587407190	,已签收
2025-02-07 13:15:02,250206-357103050391091,中通快递,78480587417408	,已签收
2025-02-07 13:15:02,250206-352122334820706,中通快递,78480587418259	,已签收
2025-02-07 13:15:02,250206-323050606920693,中通快递,78480587405937	,已签收
2025-02-07 13:15:02,250206-314053835100989,中通快递,78480587425034	,已签收
2025-02-07 13:15:02,250206-299295055404007,中通快递,78480587417796	,已签收
2025-02-07 13:15:02,250206-297947665990110,中通快递,78480587403378	,已签收
2025-02-07 13:15:02,250206-281201876543713,中通快递,78480587428577	,已签收
2025-02-07 13:15:02,250206-273054461582625,中通快递,78480587428842	,已签收
2025-02-07 13:15:02,250206-270983523880393,中通快递,78480587416759	,已签收
2025-02-07 13:15:02,250206-263176917290965,中通快递,78480587411121	,已签收
2025-02-07 13:15:02,250206-254919360871994,中通快递,78480587403340	,已签收
2025-02-07 13:15:02,250206-252539113900474,中通快递,78480587432897	,已签收
2025-02-07 13:15:02,250206-249854759312671,中通快递,78480587428194	,已签收
2025-02-07 13:15:02,250206-239725494584028,中通快递,78480587428855	,已签收
2025-02-07 13:15:02,250206-233759127981647,中通快递,78480587427542	,已签收
2025-02-07 13:15:02,250206-161213366713358,中通快递,78480587408500	,已签收
2025-02-07 13:15:02,250206-132529580322383,中通快递,78480587403386	,已签收
2025-02-07 13:15:02,250206-105544477101850,中通快递,78480587406591	,已签收
2025-02-07 13:15:02,250206-085249267313536,中通快递,78480587406918	,已签收
2025-02-07 13:15:02,250206-065766756692017,中通快递,78480587426985	,已签收
2025-02-07 13:15:02,250206-035808930153338,中通快递,78480587428697	,已签收
2025-02-07 13:15:02,250206-027519884931606,中通快递,78480587416945	,已签收
2025-02-07 13:15:02,250206-012813668692341,中通快递,78480587419350	,已签收
2025-02-07 13:15:02,250206-003874496041898,中通快递,78480587417117	,已签收
2025-02-07 13:15:02,250206-003512747642242,中通快递,78480587429333	,已签收
2025-02-07 13:15:01,250207-088122386860740,中通快递,78480587432907	,已签收
2025-02-07 13:15:01,250206-647348917911354,中通快递,78480587418404	,已签收
2025-02-07 13:15:01,250206-622067792293200,中通快递,78480587428615	,已签收
2025-02-07 13:15:01,250206-597866616350201,中通快递,78480587418552	,已签收
2025-02-07 13:15:01,250206-591103301130316,中通快递,78480587407082	,已签收
2025-02-07 13:15:01,250206-589310278053529,中通快递,78480587421968	,已签收
2025-02-07 13:15:01,250206-584444812870252,中通快递,78480587418300	,已签收
2025-02-07 13:15:01,250206-572438669683644,中通快递,78480587417730	,已签收
2025-02-07 13:15:01,250206-520450250390679,中通快递,78480587418565	,已签收
2025-02-07 13:15:01,250206-506221053482272,中通快递,78480587418261	,已签收
2025-02-07 13:15:01,250206-492526640673438,中通快递,78480587418379	,已签收
2025-02-07 13:15:01,250206-460094257453077,中通快递,78480587418047	,已签收
2025-02-07 13:15:01,250206-460094247271071,中通快递,78480587428592	,已签收
2025-02-07 13:15:01,250206-454809414050463,中通快递,78480587407616	,已签收
2025-02-07 13:15:01,250206-411340706231041,中通快递,78480587407212	,已签收
2025-02-07 13:15:01,250206-307348160871969,中通快递,78480587417622	,已签收
2025-02-07 13:15:01,250206-306834337351700,中通快递,78480587406614	,已签收
2025-02-07 13:15:01,250206-296432515432023,中通快递,78480587407105	,已签收
2025-02-07 13:15:01,250206-289427955250318,中通快递,78480587428166	,已签收
2025-02-07 13:15:01,250206-285705552262535,中通快递,78480587425274	,已签收
2025-02-07 13:15:01,250206-280651374091878,中通快递,78480587419811	,已签收
2025-02-07 13:15:01,250206-261572533762547,中通快递,78480587425096	,已签收
2025-02-07 13:15:01,250206-161522706720428,中通快递,78480587410046	,已签收
2025-02-07 13:15:01,250206-155136868673389,中通快递,78480587421983	,已签收
2025-02-07 13:15:01,250206-118069675570764,中通快递,78480587410429	,已签收
2025-02-07 13:15:01,250206-091477840211992,中通快递,78480587428340	,已签收
2025-02-07 13:15:01,250206-090439697930215,中通快递,78480587416596	,已签收
2025-02-07 13:15:01,250206-086434147910958,中通快递,78480587428324	,已签收
2025-02-07 13:15:01,250206-084326562110226,中通快递,78480587407067	,已签收
2025-02-07 13:15:01,250206-044590774592674,中通快递,78480587428018	,已签收
2025-02-07 13:15:01,250206-040684756522987,中通快递,78480587428444	,已签收
2025-02-07 13:15:01,250206-035195513221897,中通快递,78480587417834	,已签收
2025-02-07 13:15:01,250206-028232968490747,中通快递,78480587406364	,已签收
2025-02-07 13:15:01,250206-025003344203515,中通快递,78480587427514	,已签收
2025-02-07 13:15:01,250206-022088313242707,中通快递,78480587428309	,已签收
2025-02-07 13:15:00,250207-118164099372053,中通快递,78480587428508	,已签收
2025-02-07 13:15:00,250206-685422691923635,中通快递,78480587428551	,已签收
2025-02-07 13:15:00,250206-626618539653663,中通快递,78480587428337	,已签收
2025-02-07 13:15:00,250206-625271150180060,中通快递,78480587432586	,已签收
2025-02-07 13:15:00,250206-596922919243165,中通快递,78480587407743	,已签收
2025-02-07 13:15:00,250206-592366835280442,中通快递,78480587427634	,已签收
2025-02-07 13:15:00,250206-590164794882605,中通快递,78480587428245	,已签收
2025-02-07 13:15:00,250206-520015112603295,中通快递,78480587417648	,已签收
2025-02-07 13:15:00,250206-516869363320250,中通快递,78480587410204	,已签收
2025-02-07 13:15:00,250206-512481042061081,中通快递,78480587428485	,已签收
2025-02-07 13:15:00,250206-493355025970430,中通快递,78480587420178	,已签收
2025-02-07 13:15:00,250206-452864273972017,中通快递,78480587428286	,已签收
2025-02-07 13:15:00,250206-421391286673390,中通快递,78480587427530	,已签收
2025-02-07 13:15:00,250206-418591619462836,中通快递,78480587417357	,已签收
2025-02-07 13:15:00,250206-415047370243599,中通快递,78480587422206	,已签收
2025-02-07 13:15:00,250206-334988654923600,中通快递,78480587432828	,已签收
2025-02-07 13:15:00,250206-327008929393056,中通快递,78480587428273	,已签收
2025-02-07 13:15:00,250206-322080632321442,中通快递,78480587407876	,已签收
2025-02-07 13:15:00,250206-305869699463584,中通快递,78480587417423	,已签收
2025-02-07 13:15:00,250206-256334906931601,中通快递,78480587418586	,已签收
2025-02-07 13:15:00,250206-256293026200317,中通快递,78480587428722	,已签收
2025-02-07 13:15:00,250206-248355264143474,中通快递,78480587417571	,已签收
2025-02-07 13:15:00,250206-239106834750820,中通快递,78480587418274	,已签收
2025-02-07 13:15:00,250206-226649740940060,中通快递,78480587428669	,已签收
2025-02-07 13:15:00,250206-222235205222096,中通快递,78480587417372	,已签收
2025-02-07 13:15:00,250206-222015004200024,中通快递,78480587408594	,已签收
2025-02-07 13:15:00,250206-190106898770643,中通快递,78480587425246	,已签收
2025-02-07 13:15:00,250206-174084657593595,中通快递,78480587432764	,已签收
2025-02-07 13:15:00,250206-143460943443001,中通快递,78480587429134	,已签收
2025-02-07 13:15:00,250206-142008697171033,中通快递,78480587409812	,已签收
2025-02-07 13:15:00,250206-128707479143744,中通快递,78480587407054	,已签收
2025-02-07 13:15:00,250206-096746924330978,中通快递,78480587427861	,已签收
2025-02-07 13:15:00,250206-057671729473886,中通快递,78480587406813	,已签收
2025-02-07 13:08:25,250206-402637535643670,中通快递,78480587530427	,已签收
2025-02-07 13:08:25,250206-358707381834066,中通快递,78480587530256	,已签收
2025-02-07 13:08:24,250207-441010122254075,中通快递,78480587551301	,已签收
2025-02-07 13:08:23,250207-611739298170124,中通快递,78480587537817	,已签收
2025-02-07 13:08:23,250207-233968822573474,中通快递,78480587548072	,已签收
2025-02-07 13:08:23,250207-182001385893603,中通快递,78480587551421	,已签收
2025-02-07 13:08:23,250207-033323794831654,中通快递,78480587541037	,已签收
2025-02-07 13:08:23,250206-588429432401157,中通快递,78480587530310	,已签收
2025-02-07 13:08:23,250206-505230138980711,中通快递,78480587530363	,已签收
2025-02-07 13:08:23,250206-125677125990724,中通快递,78480587530297	,已签收
2025-02-07 13:08:23,250206-076325885482062,中通快递,78480587541216	,已签收
2025-02-07 13:08:22,250207-495357826630321,中通快递,78480587541024	,已签收
2025-02-07 13:08:22,250206-560217474573369,中通快递,78480587531046	,已签收
2025-02-07 13:08:22,250206-521336318313451,中通快递,78480587541052	,已签收
2025-02-07 13:08:22,250206-055663664762397,中通快递,78480587541116	,已签收
2025-02-07 13:08:21,250207-601851205271330,中通快递,78480587531173	,已签收
2025-02-07 13:08:21,250207-594018353491027,中通快递,78480587530322	,已派件
2025-02-07 13:08:21,250207-350077591140227,中通快递,78480587541078	,已签收
2025-02-07 13:08:21,250206-388418834762276,中通快递,78480587551513	,已签收
2025-02-07 13:08:21,250206-382856149423401,中通快递,78480587530307	,已签收
2025-02-07 13:08:21,250206-341699510690570,中通快递,78480587541065	,已签收
2025-02-07 13:08:21,250206-029381127800697,中通快递,78480587530348	,已签收
2025-02-07 13:06:01,250206-261546391873343,中通快递,78480587826084	,已签收
2025-02-07 13:05:59,250207-677317189254074,中通快递,78480587824896	,已签收
2025-02-07 13:05:59,250207-348599098942905,中通快递,78480587804001	,已签收
2025-02-07 13:05:59,250207-240207808040761,中通快递,78480587812276	,已签收
2025-02-07 13:05:59,250207-074826443051323,中通快递,78480587814118	,已签收
2025-02-07 13:05:59,250206-679912466740261,中通快递,78480587812263	,已签收
2025-02-07 13:05:59,250206-670868508972848,中通快递,78480587825246	,已签收
2025-02-07 13:05:59,250206-666003054102126,中通快递,78480587804400	,已签收
2025-02-07 13:05:59,250206-603314010551136,中通快递,78480587805169	,已签收
2025-02-07 13:05:59,250206-508244815360182,中通快递,78480587826122	,已签收
2025-02-07 13:05:59,250206-470758244751744,中通快递,78480587804267	,已签收
2025-02-07 13:05:59,250206-466522018202440,中通快递,78480587815183	,已签收
2025-02-07 13:05:59,250206-436569424303555,中通快递,78480587824982	,已签收
2025-02-07 13:05:59,250206-287671632270667,中通快递,78480587828460	,已签收
2025-02-07 13:05:59,250206-252607229492065,中通快递,78480587826043	,已签收
2025-02-07 13:05:59,250206-239327056193320,中通快递,78480587815487	,已签收
2025-02-07 13:05:59,250206-200010699163017,中通快递,78480587815546	,已签收
2025-02-07 13:05:59,250206-165140262460516,中通快递,78480587824783	,已签收
2025-02-07 13:05:59,250206-148829714833536,中通快递,78480587804333	,已签收
2025-02-07 13:05:59,250206-129048286773067,中通快递,78480587825233	,已签收
2025-02-07 13:05:59,250206-096846549422421,中通快递,78480587815538	,已签收
2025-02-07 13:05:59,250206-067785234002344,中通快递,78480587825935	,已签收
2025-02-07 13:05:59,250206-065520289382113,中通快递,78480587826071	,已签收
2025-02-07 13:05:59,250206-032673677620221,中通快递,78480587815673	,已派件
2025-02-07 13:05:58,250207-675387861403152,中通快递,78480587803876	,已签收
2025-02-07 13:05:58,250207-627771983411950,中通快递,78480587825195	,已签收
2025-02-07 13:05:58,250207-496563710391403,中通快递,78480587803791	,已签收
2025-02-07 13:05:58,250207-396550551892346,中通快递,78480587815275	,已签收
2025-02-07 13:05:58,250207-027619520073511,中通快递,78480587804517	,已签收
2025-02-07 13:05:58,250206-679335718543742,中通快递,78480587815581	,已签收
2025-02-07 13:05:58,250206-641859633441971,中通快递,78480587825287	,已签收
2025-02-07 13:05:58,250206-639489809960563,中通快递,78480587815666	,已签收
2025-02-07 13:05:58,250206-637916976702942,中通快递,78480587804374	,已签收
2025-02-07 13:05:58,250206-586746457710267,中通快递,78480587814516	,已签收
2025-02-07 13:05:58,250206-534123692380194,中通快递,78480587825631	,已签收
2025-02-07 13:05:58,250206-525132142212577,中通快递,78480587815382	,已签收
2025-02-07 13:05:58,250206-308092618372275,中通快递,78480587826176	,已签收
2025-02-07 13:05:58,250206-307489749311353,中通快递,78480587815620	,已签收
2025-02-07 13:05:58,250206-275146402160455,中通快递,78480587824776	,已签收
2025-02-07 13:05:58,250206-255543263643749,中通快递,78480587804346	,已签收
2025-02-07 13:05:58,250206-247574096203775,中通快递,78480587815594	,已签收
2025-02-07 13:05:58,250206-234702804484033,中通快递,78480587825578	,已签收
2025-02-07 13:05:58,250206-233271488063452,中通快递,78480587815512	,已签收
2025-02-07 13:05:58,250206-212798051972040,中通快递,78480587815490	,已签收
2025-02-07 13:05:58,250206-157296893441164,中通快递,78480587804295	,已签收
2025-02-07 13:05:58,250206-146286865930920,中通快递,78480587814942	,已派件
2025-02-07 13:05:58,250206-127852931402808,中通快递,78480587814955	,已签收
2025-02-07 13:05:58,250206-108302200343007,中通快递,78480587825956	,已签收
2025-02-07 13:05:58,250206-094319418953631,中通快递,78480587831423	,已签收
2025-02-07 13:05:58,250206-074784448133276,中通快递,78480587815446	,已签收
2025-02-07 13:05:58,250206-056020253081352,中通快递,78480587828393	,已签收
2025-02-07 13:05:58,250206-001263604050072,中通快递,78480587824730	,已签收
2025-02-07 13:03:15,250206-675707677021839,中通快递,78480587825261	,已签收
2025-02-07 12:02:02,250206-492227796603240,中通快递,78480531999400	,已签收
2025-02-07 12:02:02,250206-455590592912173,中通快递,78480531758037	,已签收
2025-02-07 12:02:01,250205-612620112202049,中通快递,78480531996043	,已签收
2025-02-07 11:46:38,250204-361748262492764,中通快递,78480562499473	,已派件
2025-02-07 11:46:38,250203-272850030952994,中通快递,78480562510884	,已签收
2025-02-07 11:46:37,250204-668278516140741,中通快递,78480562499338	,已签收
2025-02-07 11:46:37,250204-004508915271646,中通快递,78480562519243	,已签收
2025-02-07 11:46:37,250203-512564928102898,中通快递,78480562499552	,已签收
2025-02-07 11:46:36,250204-590054756712746,中通快递,78480562499274	,已签收
2025-02-07 11:46:36,250204-575940934063151,中通快递,78480562519123	,已签收
2025-02-07 11:46:36,250203-509031257652114,中通快递,78480562499259	,已签收
2025-02-07 11:46:35,250204-355991611762046,中通快递,78480562519825	,已签收
2025-02-07 11:46:35,250204-350622850610728,中通快递,78480562519838	,已签收
2025-02-07 11:46:35,250204-325069063770123,中通快递,78480562498806	,已签收
2025-02-07 11:46:35,250203-169250680462937,中通快递,78480562519085	,已签收
2025-02-07 11:46:34,250204-559866243403844,中通快递,78480562510948	,已签收
2025-02-07 11:46:34,250204-324513328640665,中通快递,78480562510869	,已签收
2025-02-07 11:46:34,250203-568768611943201,中通快递,78480562519391	,已签收
2025-02-07 11:46:34,250203-258243325580816,中通快递,78480562499524	,已签收
2025-02-07 11:46:34,250203-083634439681375,中通快递,78480562511107	,已签收
2025-02-07 11:46:34,250203-074511849013986,中通快递,78480562511043	,已签收
2025-02-07 11:46:33,250204-394778458550034,中通快递,78480562511773	,已签收
2025-02-07 11:46:33,250204-359504320061287,中通快递,78480562519256	,已签收
2025-02-07 11:46:33,250203-451737106840856,中通快递,78480562511809	,已签收
2025-02-07 11:46:33,250203-400556112280700,中通快递,78480562510871	,已签收
2025-02-07 11:46:33,250203-180491404801769,中通快递,78480562498691	,已签收
2025-02-07 11:46:32,250204-391915825530717,中通快递,78480562519098	,已签收
2025-02-07 11:46:32,250203-578824497560727,中通快递,78480562519072	,已签收
2025-02-07 11:46:32,250203-549086871862849,中通快递,78480562520005	,已签收
2025-02-07 11:46:32,250203-407277442580769,中通快递,78480562500035	,已签收
2025-02-07 11:46:32,250203-145081055530001,中通快递,78480562519116	,已签收
2025-02-07 11:46:31,250204-239169717902018,中通快递,78480562519846	,已签收
2025-02-07 11:46:31,250204-215524318763676,中通快递,78480562520033	,已签收
2025-02-07 11:46:31,250203-413159985481033,中通快递,78480562499106	,已签收
2025-02-07 11:46:30,250204-256796280401499,中通快递,78480562499511	,已签收
2025-02-07 11:46:30,250203-197279096372444,中通快递,78480562519202	,已签收
2025-02-07 11:46:30,250203-147943605862770,中通快递,78480562511056	,已签收
2025-02-07 11:46:29,250204-117776116012218,中通快递,78480562510963	,已签收
2025-02-07 11:46:29,250203-650431773013110,中通快递,78480562499565	,已签收
2025-02-07 11:46:28,250204-675387861320043,中通快递,78480562499432	,已签收
2025-02-07 11:46:28,250203-665027950921801,中通快递,78480562511717	,已签收
2025-02-07 11:46:27,250204-145217339794067,中通快递,78480562499300	,已签收
2025-02-07 11:46:25,250204-267156242833427,中通快递,78480562520061	,已签收
2025-02-07 10:21:40,250203-501701701192664,中通快递,78480482045771	,已签收
2025-02-07 10:21:40,250203-236642649672664,中通快递,78480482045771	,已签收
2025-02-07 10:21:40,250202-685391296920092,中通快递,78480481964177	,已签收
2025-02-07 10:21:40,250202-295708967320092,中通快递,78480481964177	,已签收
2025-02-07 10:21:40,250201-660435136131521,中通快递,78480482044854	,已签收
2025-02-07 10:21:40,250201-628516534613879,中通快递,78480481964108	,已签收
2025-02-07 10:21:40,250201-617485463171521,中通快递,78480482044854	,已签收
2025-02-07 10:21:40,250201-542617188693879,中通快递,78480481964108	,已签收
2025-02-07 10:21:39,250203-310850393623331,中通快递,78480482045756	,已签收
2025-02-07 10:21:39,250203-031677519383331,中通快递,78480482045756	,已签收
2025-02-07 10:20:43,250203-311154502044006,中通快递,78480481964476	,已签收
2025-02-07 10:20:43,250203-033648873832801,中通快递,78480481962190	,已签收
2025-02-07 10:20:43,250202-329389259101594,中通快递,78480482044696	,已签收
2025-02-07 10:20:43,250201-665468342681556,中通快递,78480482038784	,已签收
2025-02-07 10:20:43,250131-191449044623615,中通快递,78480481962651	,已签收
2025-02-07 10:20:42,250203-382080151131443,中通快递,78480481962424	,已签收
2025-02-07 10:20:42,250202-310850435431367,中通快递,78480481963594	,已签收
2025-02-07 10:20:42,250201-524885726842951,中通快递,78480482046022	,已签收
2025-02-07 10:20:42,250201-365491700013298,中通快递,78480481949686	,已签收
2025-02-07 09:52:43,250203-464099765763267,中通快递,78480463640775	,已签收
2025-02-07 09:52:43,250203-449902078292800,中通快递,78480463640484	,已签收
2025-02-07 09:52:43,250202-595758999840341,中通快递,78480463640556	,已签收
2025-02-07 09:52:43,250202-595549253172002,中通快递,78480463636430	,已签收
2025-02-07 09:52:43,250202-357407179130227,中通快递,78480463640589	,已签收
2025-02-07 09:52:43,250201-478234622382907,中通快递,78480463592625	,已签收
2025-02-07 09:52:43,250201-391999701333420,中通快递,78480463590819	,已签收
2025-02-07 09:52:43,250201-389084670260821,中通快递,78480463635872	,已签收
2025-02-07 09:52:43,250201-032851935530933,中通快递,78480463640349	,已签收
2025-02-07 09:52:42,250203-669368983193323,中通快递,78480463640750	,已签收
2025-02-07 09:52:42,250203-665048912270616,中通快递,78480463642459	,已签收
2025-02-07 09:52:42,250203-635332278681351,中通快递,78480463635306	,已签收
2025-02-07 09:52:42,250203-620390028931965,中通快递,78480463592681	,已签收
2025-02-07 09:52:42,250203-561334218261638,中通快递,78480463591948	,已签收
2025-02-07 09:52:42,250203-492725911901527,中通快递,78480463586770	,已签收
2025-02-07 09:52:42,250203-396644861560623,中通快递,78480463640323	,已签收
2025-02-07 09:52:42,250203-292133353903328,中通快递,78480463637477	,已签收
2025-02-07 09:52:42,250203-282633224512928,中通快递,78480463642490	,已签收
2025-02-07 09:52:42,250203-243636661832018,中通快递,78480463640959	,已签收
2025-02-07 09:52:42,250203-235279532380583,中通快递,78480463588425	,已签收
2025-02-07 09:52:42,250203-204514332970048,中通快递,78480463595162	,已签收
2025-02-07 09:52:42,250203-109597233582154,中通快递,78480463642666	,已签收
2025-02-07 09:52:42,250203-099457461873582,中通快递,78480463640841	,已签收
2025-02-07 09:52:42,250203-045686536580911,中通快递,78480463594100	,已签收
2025-02-07 09:52:42,250203-026843625854009,中通快递,78480463637982	,已签收
2025-02-07 09:52:42,250202-632427692402046,中通快递,78480463642632	,已签收
2025-02-07 09:52:42,250202-544053675672754,中通快递,78480463586555	,已签收
2025-02-07 09:52:42,250202-519191948920255,中通快递,78480463592704	,已签收
2025-02-07 09:52:42,250202-510845283950398,中通快递,78480463633601	,已签收
2025-02-07 09:52:42,250202-412530850210975,中通快递,78480463638218	,已签收
2025-02-07 09:52:42,250202-412279129620525,中通快递,78480463622277	,已签收
2025-02-07 09:52:42,250202-411010352693411,中通快递,78480463586527	,已签收
2025-02-07 09:52:42,250202-386966515283718,中通快递,78480463635339	,已签收
2025-02-07 09:52:42,250202-379521646982355,中通快递,78480463635474	,已签收
2025-02-07 09:52:42,250202-379091719772773,中通快递,78480463594386	,已签收
2025-02-07 09:52:42,250202-357962955111155,中通快递,78480463622280	,已签收
