发货时间,订单号,物流公司,运单号,包裹状态
2025-02-10 14:00:47,250209-206338845062855,中通快递,78481500899972	,转运中
2025-02-10 14:00:47,250209-107562954333034,中通快递,78481500616399	,转运中
2025-02-10 14:00:47,250209-097695843963755,中通快递,78481500616623	,转运中
2025-02-10 14:00:47,250209-068870499890278,中通快递,78481500614368	,转运中
2025-02-10 14:00:47,250209-066217644420061,中通快递,78481500614738	,转运中
2025-02-10 14:00:47,250209-017532250453446,中通快递,78481500616680	,转运中
2025-02-10 14:00:46,250209-682287439490553,中通快递,78481500616835	,转运中
2025-02-10 14:00:46,250209-675492708652643,中通快递,78481500616503	,转运中
2025-02-10 14:00:46,250209-674024712531034,中通快递,78481500616692	,转运中
2025-02-10 14:00:46,250209-669788455320484,中通快递,78481500616070	,转运中
2025-02-10 14:00:46,250209-599628265852693,中通快递,78481500901398	,转运中
2025-02-10 14:00:46,250209-555682435452055,中通快递,78481500614092	,转运中
2025-02-10 14:00:46,250209-528293568092823,中通快递,78481500899612	,转运中
2025-02-10 14:00:46,250209-512732700260315,中通快递,78481500901237	,转运中
2025-02-10 14:00:46,250209-453163118113136,中通快递,78481500901502	,转运中
2025-02-10 14:00:46,250209-350140515911134,中通快递,78481500899878	,转运中
2025-02-10 14:00:46,250209-316271531591179,中通快递,78481500614690	,已派件
2025-02-10 14:00:46,250209-295258037832871,中通快递,78481500616294	,转运中
2025-02-10 14:00:46,250209-212976309900303,中通快递,78481500614434	,转运中
2025-02-10 14:00:46,250209-147534713122671,中通快递,78481500614330	,转运中
2025-02-10 14:00:46,250209-059674530142183,中通快递,78481500613915	,转运中
2025-02-10 14:00:46,250209-021768507822976,中通快递,78481500901360	,转运中
2025-02-10 14:00:45,250209-653892063663970,中通快递,78481500614184	,转运中
2025-02-10 14:00:45,250209-628768192922964,中通快递,78481500899916	,转运中
2025-02-10 14:00:45,250209-533693807001884,中通快递,78481500612756	,转运中
2025-02-10 14:00:45,250209-406732183043414,中通快递,78481500615111	,转运中
2025-02-10 14:00:45,250209-385047642491753,中通快递,78481500615152	,转运中
2025-02-10 14:00:45,250209-097391767142774,中通快递,78481500614421	,转运中
2025-02-10 14:00:45,250209-063061399192647,中通快递,78481500616424	,转运中
2025-02-10 13:49:25,250210-281165228470131,中通快递,78481482064794	,转运中
2025-02-10 13:49:25,250210-261158398261544,中通快递,78481482107482	,转运中
2025-02-10 13:49:25,250210-068765694362422,中通快递,78481482078230	,转运中
2025-02-10 13:49:25,250209-488154151332492,中通快递,78481482107470	,转运中
2025-02-10 13:49:24,250210-021695117650051,中通快递,78481482066968	,转运中
2025-02-10 13:49:24,250209-642179417692342,中通快递,78481482107321	,转运中
2025-02-10 13:49:24,250209-301581013392834,中通快递,78481482107929	,转运中
2025-02-09 16:00:39,250209-539974725140437,韵达快递,464162086450210	,已派件
2025-02-09 15:50:10,250209-655527790080663,中通快递,78481223258884	,已签收
2025-02-09 15:50:10,250209-119128768853463,中通快递,78481223258586	,已签收
2025-02-09 15:50:10,250209-043494940180199,中通快递,78481223248196	,已派件
2025-02-09 15:48:18,250209-648324093481095,中通快递,78481223258537	,转运中
2025-02-09 15:48:18,250209-406071559721095,中通快递,78481223258537	,转运中
2025-02-09 15:48:18,250209-403670382923980,中通快递,78481223241559	,已派件
2025-02-09 15:48:18,250209-311594862200702,中通快递,78481223258578	,已派件
2025-02-09 15:47:55,250209-660393234742096,中通快递,78481223258047	,转运中
2025-02-09 15:47:55,250209-313115297381758,中通快递,78481223258593	,已签收
2025-02-09 15:47:38,250209-528849333890305,中通快递,78481223258657	,已签收
2025-02-09 15:47:27,250209-681951967573208,中通快递,78481223240593	,转运中
2025-02-09 15:47:27,250209-629292450111013,中通快递,78481223240616	,转运中
2025-02-09 15:47:27,250209-356452995512358,中通快递,78481223247572	,转运中
2025-02-09 15:47:27,250209-237617835671009,中通快递,78481223266191	,转运中
2025-02-09 15:47:27,250209-069992466041207,中通快递,78481223258420	,已派件
2025-02-09 15:47:00,250209-518457997621481,中通快递,78481223248142	,转运中
2025-02-09 15:47:00,250209-479545321781727,中通快递,78481223250748	,转运中
2025-02-09 15:47:00,250209-460345895312102,中通快递,78481223248091	,已派件
2025-02-09 15:45:11,250209-685621931582929,中通快递,78481223247516	,转运中
2025-02-09 15:45:11,250209-557097992491437,中通快递,78481223258603	,已派件
2025-02-09 15:45:11,250209-227603914351704,中通快递,78481223258050	,已签收
2025-02-09 15:45:11,250209-164825689642321,中通快递,78481223250722	,转运中
2025-02-09 15:44:30,250209-581141818882032,中通快递,78481223247531	,转运中
2025-02-09 15:44:30,250209-389871102361314,中通快递,78481223258417	,已派件
2025-02-09 15:44:30,250209-274181712302758,中通快递,78481223250636	,已派件
2025-02-09 15:44:30,250209-274181660250428,中通快递,78481223258922	,已派件
2025-02-09 15:44:29,250209-386662469950138,中通快递,78481223258524	,已派件
2025-02-09 15:43:33,250209-527811243670074,中通快递,78481223258616	,转运中
2025-02-09 15:43:33,250209-508580381110765,中通快递,78481223258325	,转运中
2025-02-09 15:43:33,250209-487808100653922,中通快递,78481223248130	,转运中
2025-02-09 15:43:33,250209-206999468381033,中通快递,78481223250814	,转运中
2025-02-09 15:43:33,250209-200372457830553,中通快递,78481223258869	,已派件
2025-02-09 15:43:33,250209-021097429390094,中通快递,78481223248206	,转运中
2025-02-09 15:43:32,250209-531879770403967,中通快递,78481223250643	,转运中
2025-02-09 15:43:32,250209-406711211570383,中通快递,78481223258907	,转运中
2025-02-09 15:43:32,250209-380800940440909,中通快递,78481223247616	,已派件
2025-02-09 15:43:32,250209-285862817291497,中通快递,78481223248176	,转运中
2025-02-09 15:43:32,250209-184266320231704,中通快递,78481223258843	,已派件
2025-02-09 15:43:32,250209-164815214122937,中通快递,78481223250763	,已派件
2025-02-09 15:43:32,250209-120827450943232,中通快递,78481223247437	,转运中
2025-02-09 15:43:32,250209-074606190152581,中通快递,78481223248234	,转运中
2025-02-09 15:43:32,250209-052607096423549,中通快递,78481223258034	,转运中
2025-02-09 15:43:31,250209-585147420971307,中通快递,78481223258828	,已派件
2025-02-09 15:43:31,250209-502278417982506,中通快递,78481223248247	,已派件
2025-02-09 15:43:31,250209-485721444710483,中通快递,78481223257995	,转运中
2025-02-09 15:43:31,250209-447542802852192,中通快递,78481223240631	,已派件
2025-02-09 15:43:31,250209-374845018420203,中通快递,78481223240629	,已派件
2025-02-09 15:43:31,250209-359315566180861,中通快递,78481223248183	,已派件
2025-02-09 15:43:31,250209-248722276670347,中通快递,78481223250776	,转运中
2025-02-09 15:43:31,250209-225097827861391,中通快递,78481223258511	,已签收
2025-02-09 15:43:31,250209-194290685462514,中通快递,78481223247544	,转运中
2025-02-09 15:43:31,250209-165601646163785,中通快递,78481223250656	,已签收
2025-02-09 15:43:31,250209-105633574472855,中通快递,78481223248155	,转运中
2025-02-09 15:43:31,250209-050216354193838,中通快递,78481223250756	,转运中
2025-02-09 15:43:31,250209-023152576153547,中通快递,78481223250789	,已派件
2025-02-09 15:02:15,250208-149118000681988,韵达快递,464162017133204	,转运中
2025-02-09 14:59:57,250209-072823621212237,韵达快递,464162017353428	,转运中
2025-02-09 14:59:04,250209-451003061913869,韵达快递,464162017200178	,转运中
2025-02-09 14:59:04,250209-337924626073872,韵达快递,464162017236096	,已派件
2025-02-09 14:59:03,250209-523365312891547,韵达快递,464162017356271	,转运中
2025-02-09 14:59:02,250208-515888976210262,韵达快递,464162017194413	,已派件
2025-02-09 14:59:01,250208-679246579273731,韵达快递,464162017136502	,转运中
2025-02-09 14:59:01,250208-630896791981803,韵达快递,464162017195345	,转运中
2025-02-09 14:58:58,250208-227205486210514,韵达快递,464162017136930	,转运中
2025-02-09 14:58:57,250208-271014960720417,韵达快递,464162017191915	,转运中
2025-02-09 14:58:57,250208-166367127852448,韵达快递,464162017352700	,已派件
2025-02-09 14:55:47,250208-447312064083085,韵达快递,464162017352879	,转运中
2025-02-09 14:55:24,250208-587296960053344,韵达快递,464162017016703	,已签收
2025-02-09 14:55:23,250208-250169269833776,韵达快递,464162017138463	,已签收
2025-02-09 14:55:23,250208-129247495753753,韵达快递,464162016971172	,转运中
2025-02-09 14:55:22,250208-151634593322247,韵达快递,464162016968314	,转运中
2025-02-09 14:55:22,250208-081998713183041,韵达快递,464162017243832	,已派件
2025-02-09 14:55:21,250208-570551232810586,韵达快递,464162017025153	,转运中
2025-02-09 14:55:20,250208-628862502551819,韵达快递,464162017255633	,转运中
2025-02-09 14:55:20,250208-384491897122497,韵达快递,464162016997120	,转运中
2025-02-09 14:55:19,250208-494644816193969,韵达快递,464162017352166	,转运中
2025-02-09 14:43:17,250209-409133453601903,韵达快递,464162313452752	,转运中
2025-02-09 14:43:17,250209-145731141930080,韵达快递,464162313319910	,转运中
2025-02-09 14:43:17,250208-385865531753372,韵达快递,464162313320633	,已签收
2025-02-09 14:43:17,250208-039038533993348,韵达快递,464162313395895	,转运中
2025-02-09 14:41:30,250209-277432308030789,中通快递,78481212886755	,转运中
2025-02-09 14:41:30,250209-198254313852896,中通快递,78481212871280	,转运中
2025-02-09 14:41:30,250209-191144926761102,中通快递,78481212886691	,转运中
2025-02-09 14:41:05,250209-441628792424036,中通快递,78481212865273	,已派件
2025-02-09 14:41:05,250209-304233890101843,中通快递,78481212886714	,转运中
2025-02-09 14:41:05,250209-027430828333474,中通快递,78481212865125	,已签收
2025-02-09 14:40:40,250209-488342894893762,中通快递,78481212865352	,转运中
2025-02-09 14:40:40,250209-484914051461674,中通快递,78481212865416	,已派件
2025-02-09 14:40:40,250209-365617549680321,中通快递,78481212871542	,转运中
2025-02-09 14:40:13,250209-505025676950318,中通快递,78481212865337	,已签收
2025-02-09 14:40:01,250209-686722988371664,中通快递,78481212886776	,转运中
2025-02-09 14:40:01,250209-427032656313837,中通快递,78481212871302	,转运中
2025-02-09 14:40:01,250209-409007562302954,中通快递,78481212865340	,已签收
2025-02-09 14:39:35,250209-638331195711018,中通快递,78481212865311	,转运中
2025-02-09 14:39:35,250209-199879585343183,中通快递,78481212871251	,转运中
2025-02-09 14:39:11,250209-574032494961472,中通快递,78481212871315	,转运中
2025-02-09 14:38:56,250209-514399946312535,中通快递,78481212886622	,已签收
2025-02-09 14:38:55,250209-665594140242480,中通快递,78481212886543	,转运中
2025-02-09 14:38:21,250209-633549668753907,中通快递,78481212886727	,转运中
2025-02-09 14:38:21,250209-347351313990290,中通快递,78481212871356	,已派件
2025-02-09 14:38:20,250209-468315041321003,中通快递,78481212886742	,已派件
2025-02-09 14:37:17,250209-026203973971143,中通快递,78481254756301	,已派件
2025-02-09 14:34:58,250209-408326008381274,中通快递,78481254787147	,转运中
2025-02-09 14:34:58,250209-064728624701274,中通快递,78481254787147	,转运中
2025-02-09 14:34:29,250209-479587233342540,中通快递,78481254755744	,已派件
2025-02-09 14:34:29,250209-404561672502516,中通快递,78481254750211	,转运中
2025-02-09 14:34:29,250209-042834337333926,中通快递,78481254755731	,转运中
2025-02-09 14:34:29,250208-637649611160898,中通快递,78481254749595	,转运中
2025-02-09 14:34:29,250208-036217885014057,中通快递,78481254785463	,转运中
2025-02-09 14:34:29,250208-028867367320898,中通快递,78481254749595	,转运中
2025-02-09 14:34:05,250209-396917480992153,中通快递,78481254749661	,转运中
2025-02-09 14:34:05,250209-390007437601546,中通快递,78481254762573	,转运中
2025-02-09 14:33:11,250208-660959455530459,中通快递,78481254782492	,转运中
2025-02-09 14:33:11,250208-378336786730459,中通快递,78481254782492	,转运中
2025-02-09 14:33:11,250208-135926935140510,中通快递,78481254749618	,转运中
2025-02-09 14:32:37,250209-678764244493764,中通快递,78481254770008	,转运中
2025-02-09 14:32:37,250209-524644554253764,中通快递,78481254770008	,转运中
2025-02-09 14:31:28,250209-568915433093107,中通快递,78481254764216	,转运中
2025-02-09 14:29:58,250209-650117190060158,中通快递,78481254775543	,转运中
2025-02-09 14:29:58,250209-624374617652856,中通快递,78481254775821	,转运中
2025-02-09 14:29:58,250209-588649644371792,中通快递,78481254775926	,已派件
2025-02-09 14:29:58,250209-580292451852493,中通快递,78481254761615	,已派件
2025-02-09 14:29:58,250209-490775580983569,中通快递,78481254764017	,转运中
2025-02-09 14:29:58,250209-485920663960490,中通快递,78481254749406	,转运中
2025-02-09 14:29:58,250209-422848775700403,中通快递,78481254762014	,转运中
2025-02-09 14:29:58,250209-372653494610753,中通快递,78481254748971	,转运中
2025-02-09 14:29:58,250209-356473904760558,中通快递,78481254766076	,转运中
2025-02-09 14:29:58,250209-308071678242847,中通快递,78481254772623	,已派件
2025-02-09 14:29:58,250209-288358428310057,中通快递,78481254764137	,转运中
2025-02-09 14:29:58,250209-287184023072155,中通快递,78481254765728	,已派件
2025-02-09 14:29:58,250209-268571799072960,中通快递,78481254749873	,转运中
2025-02-09 14:29:58,250209-214381433230761,中通快递,78481254749687	,已签收
2025-02-09 14:29:58,250209-200131264853463,中通快递,78481254764895	,已签收
2025-02-09 14:29:58,250209-171767252590234,中通快递,78481254762836	,转运中
2025-02-09 14:29:58,250209-120502371893833,中通快递,78481254770488	,已签收
2025-02-09 14:29:58,250209-063313088843479,中通快递,78481254749911	,转运中
2025-02-09 14:29:58,250209-053152335462991,中通快递,78481254797863	,转运中
2025-02-09 14:29:57,250209-677233355153937,中通快递,78481254749447	,已派件
2025-02-09 14:29:57,250209-675125685851564,中通快递,78481254796627	,已派件
2025-02-09 14:29:57,250209-652895926593737,中通快递,78481254772677	,已派件
2025-02-09 14:29:57,250209-622854161921915,中通快递,78481254847232	,已签收
2025-02-09 14:29:57,250209-617569339012399,中通快递,78481254786636	,已签收
2025-02-09 14:29:57,250209-610753605180530,中通快递,78481254771066	,转运中
2025-02-09 14:29:57,250209-592382605690115,中通快递,78481254749582	,已签收
2025-02-09 14:29:57,250209-537982452151835,中通快递,78481254749605	,已签收
2025-02-09 14:29:57,250209-534878645793917,中通快递,78481254771137	,转运中
2025-02-09 14:29:57,250209-515280802152365,中通快递,78481254755213	,转运中
2025-02-09 14:29:57,250209-512764219823335,中通快递,78481254762150	,转运中
2025-02-09 14:29:57,250209-486036017492517,中通快递,78481254764806	,转运中
2025-02-09 14:29:57,250209-475130816952426,中通快递,78481254769815	,转运中
2025-02-09 14:29:57,250209-449576977990768,中通快递,78481254793352	,已签收
2025-02-09 14:29:57,250209-410150562231643,中通快递,78481254780313	,转运中
2025-02-09 14:29:57,250209-395732610603055,中通快递,78481254769657	,转运中
2025-02-09 14:29:57,250209-361968484712541,中通快递,78481254755678	,转运中
2025-02-09 14:29:57,250209-356473946402349,中通快递,78481254750656	,转运中
2025-02-09 14:29:57,250209-352604659260681,中通快递,78481254765544	,转运中
2025-02-09 14:29:57,250209-317257234850759,中通快递,78481254764124	,已派件
2025-02-09 14:29:57,250209-302786875720469,中通快递,78481254772863	,转运中
2025-02-09 14:29:57,250209-294985449910091,中通快递,78481254765649	,转运中
2025-02-09 14:29:57,250209-291021853043316,中通快递,78481254772649	,已派件
2025-02-09 14:29:57,250209-289606285732225,中通快递,78481254780101	,转运中
2025-02-09 14:29:57,250209-279393135002210,中通快递,78481254752097	,转运中
2025-02-09 14:29:57,250209-279256778283231,中通快递,78481254755453	,转运中
2025-02-09 14:29:57,250209-247096962662939,中通快递,78481254769836	,已派件
2025-02-09 14:29:57,250209-237041108480679,中通快递,78481254778040	,转运中
2025-02-09 14:29:57,250209-224793772360782,中通快递,78481254786431	,转运中
2025-02-09 14:29:57,250209-224458258781811,中通快递,78481254785741	,转运中
2025-02-09 14:29:57,250209-221312510351185,中通快递,78481254770171	,转运中
2025-02-09 14:29:57,250209-155912814953474,中通快递,78481254751346	,转运中
2025-02-09 14:29:57,250209-140656044471379,中通快递,78481254782622	,转运中
2025-02-09 14:29:57,250209-140089792013246,中通快递,78481254772914	,已签收
2025-02-09 14:29:57,250209-088027973153807,中通快递,78481254777931	,转运中
2025-02-09 14:29:57,250209-080583083532890,中通快递,78481254778805	,转运中
2025-02-09 14:29:57,250209-072005763453401,中通快递,78481254775316	,转运中
2025-02-09 14:29:57,250209-040653351211199,中通快递,78481254762686	,已派件
2025-02-09 14:29:57,250209-032988239473861,中通快递,78481254763899	,转运中
2025-02-09 14:29:57,250209-031960656192647,中通快递,78481254778887	,已派件
2025-02-09 14:29:57,250209-017626642803444,中通快递,78481254774894	,已派件
2025-02-09 14:29:56,250209-574756022563551,中通快递,78481254764109	,转运中
2025-02-09 14:29:56,250209-122620515971579,中通快递,78481254755729	,转运中
2025-02-09 14:28:36,250209-635562923520885,中通快递,78481254791526	,已派件
2025-02-09 14:28:35,250209-297931937410826,中通快递,78481254773604	,转运中
2025-02-09 14:27:21,250209-653954946672537,中通快递,78481254769312	,已派件
2025-02-09 14:27:21,250209-601882694022060,中通快递,78481254774879	,已派件
2025-02-09 14:27:21,250209-513487674900526,中通快递,78481254761299	,已签收
2025-02-09 14:27:21,250209-476819024180838,中通快递,78481254786855	,已派件
2025-02-09 14:27:21,250209-431625408832676,中通快递,78481254775186	,转运中
2025-02-09 14:27:21,250209-300647790942900,中通快递,78481254798395	,已派件
2025-02-09 14:27:21,250209-292280133923301,中通快递,78481254762520	,转运中
2025-02-09 14:27:21,250209-287100126822184,中通快递,78481254773262	,转运中
2025-02-09 14:27:21,250209-285139299942991,中通快递,78481254776075	,转运中
2025-02-09 14:27:21,250209-060335112592193,中通快递,78481254774866	,已派件
2025-02-09 14:27:21,250208-684793588073227,中通快递,78481254775776	,转运中
2025-02-09 14:27:21,250208-655653609032276,中通快递,78481254783246	,已派件
2025-02-09 14:27:21,250208-638519887430033,中通快递,78481254755241	,转运中
2025-02-09 14:27:21,250208-616394933822901,中通快递,78481254803455	,转运中
2025-02-09 14:27:21,250208-580523138701099,中通快递,78481254754722	,转运中
2025-02-09 14:27:21,250208-462967303752924,中通快递,78481254779378	,已派件
2025-02-09 14:27:21,250208-431908524390485,中通快递,78481254755693	,已派件
2025-02-09 14:27:21,250208-401761964361433,中通快递,78481254762877	,已派件
2025-02-09 14:27:21,250208-337526146641152,中通快递,78481254755772	,已签收
2025-02-09 14:27:21,250208-314793029202391,中通快递,78481254776274	,转运中
2025-02-09 14:27:21,250208-201400041893533,中通快递,78481254785726	,转运中
2025-02-09 14:27:21,250208-195066673481495,中通快递,78481254784944	,转运中
2025-02-09 14:27:21,250208-060156854580120,中通快递,78481254797304	,已派件
2025-02-09 14:27:21,250208-033921472073432,中通快递,78481254791163	,已签收
2025-02-09 14:27:21,250208-020499699222703,中通快递,78481254787196	,已派件
2025-02-09 14:27:20,250209-620431983031740,中通快递,78481254790716	,转运中
2025-02-09 14:27:20,250209-615828734313928,中通快递,78481254773980	,转运中
2025-02-09 14:27:20,250209-586678331791838,中通快递,78481254775941	,已签收
2025-02-09 14:27:20,250209-555451706942540,中通快递,78481254774986	,已派件
2025-02-09 14:27:20,250209-525493880330179,中通快递,78481254774228	,已派件
2025-02-09 14:27:20,250209-322038668810343,中通快递,78481254762042	,转运中
2025-02-09 14:27:20,250209-113340629332276,中通快递,78481254781072	,转运中
2025-02-09 14:27:20,250209-107709744710715,中通快递,78481254762175	,转运中
2025-02-09 14:27:20,250209-024578670952674,中通快递,78481254781483	,已派件
2025-02-09 14:27:20,250209-018654226853623,中通快递,78481254791396	,已签收
2025-02-09 14:27:20,250208-628768130630284,中通快递,78481254784559	,已派件
2025-02-09 14:27:20,250208-547084050010497,中通快递,78481254774999	,转运中
2025-02-09 14:27:20,250208-479513854392880,中通快递,78481254762001	,转运中
2025-02-09 14:27:20,250208-418434322843897,中通快递,78481254755586	,已派件
2025-02-09 14:27:20,250208-404760860172341,中通快递,78481254771099	,已派件
2025-02-09 14:27:20,250208-347833710992062,中通快递,78481254780709	,已派件
2025-02-09 14:27:20,250208-311993352630236,中通快递,78481254798620	,转运中
2025-02-09 14:27:20,250208-250190303550716,中通快递,78481254770222	,已签收
2025-02-09 14:27:20,250208-249403829790368,中通快递,78481254768536	,转运中
2025-02-09 14:27:20,250208-178174114090934,中通快递,78481254786337	,转运中
2025-02-09 14:27:20,250208-152284762531486,中通快递,78481254804768	,已签收
2025-02-09 14:27:20,250208-129121728933215,中通快递,78481254784122	,转运中
2025-02-09 14:27:20,250208-075864553903709,中通快递,78481254791653	,已派件
2025-02-09 14:27:20,250208-074763548961760,中通快递,78481254771045	,转运中
2025-02-09 14:27:20,250208-000975203953332,中通快递,78481254777903	,转运中
2025-02-09 14:26:40,250209-012394186384006,中通快递,78481254761444	,已派件
2025-02-09 14:26:40,250208-540782128700064,中通快递,78481254778407	,转运中
2025-02-09 14:26:40,250208-287246958931440,中通快递,78481254792264	,转运中
2025-02-09 14:26:40,250208-221039880613918,中通快递,78481254775286	,转运中
2025-02-09 14:26:39,250209-490240786751098,中通快递,78481254780127	,转运中
2025-02-09 14:26:39,250209-442090165871904,中通快递,78481254790466	,转运中
2025-02-09 14:26:39,250209-435421233561369,中通快递,78481254779921	,转运中
2025-02-09 14:26:39,250209-359116336763794,中通快递,78481254761628	,已派件
2025-02-09 14:26:39,250209-179547706951068,中通快递,78481254774562	,转运中
2025-02-09 14:26:39,250208-532267671102016,中通快递,78481254755892	,已派件
2025-02-09 14:26:39,250208-430943802901305,中通快递,78481254771203	,转运中
2025-02-09 14:26:39,250208-193084844463342,中通快递,78481254790644	,转运中
2025-02-09 14:26:39,250208-011031058000627,中通快递,78481254776432	,已签收
2025-02-09 14:11:55,250209-075193465252225,中通快递,78481262562962	,转运中
2025-02-09 14:11:55,250208-671214476922825,中通快递,78481262563374	,转运中
2025-02-09 14:11:55,250208-588723023400848,中通快递,78481262555033	,已签收
2025-02-09 14:11:32,250209-593242427822232,中通快递,78481262563566	,转运中
2025-02-09 14:11:32,250209-478035320421364,中通快递,78481262561596	,转运中
2025-02-09 14:11:32,250209-476787556701519,中通快递,78481262570042	,转运中
2025-02-09 14:11:32,250208-487189399181358,中通快递,78481262547833	,转运中
2025-02-09 14:11:31,250209-537940487682199,中通快递,78481262563390	,转运中
2025-02-09 14:11:31,250209-466134034804064,中通快递,78481262577764	,转运中
2025-02-09 14:11:31,250209-193829312033623,中通快递,78481262562855	,转运中
2025-02-09 14:11:31,250209-186709450281379,中通快递,78481262570055	,已签收
2025-02-09 14:11:31,250209-147083763232458,中通快递,78481262578350	,已派件
2025-02-09 14:11:31,250209-083225495174082,中通快递,78481262570864	,已派件
2025-02-09 14:11:31,250209-039709611541677,中通快递,78481262569970	,转运中
2025-02-09 14:11:31,250209-034686974302146,中通快递,78481262570624	,转运中
2025-02-09 14:11:31,250209-029664222731323,中通快递,78481262563226	,转运中
2025-02-09 14:11:31,250208-580523159160826,中通快递,78481262562735	,转运中
2025-02-09 14:11:31,250208-517587607142092,中通快递,78481262560704	,已派件
2025-02-09 14:11:31,250208-420950873632874,中通快递,78481262562245	,已派件
2025-02-09 14:11:31,250208-283178494351944,中通快递,78481262547754	,转运中
2025-02-09 14:11:31,250208-272891911752548,中通快递,78481262563267	,已派件
2025-02-09 14:11:31,250208-160788661891349,中通快递,78481262569536	,转运中
2025-02-09 14:11:31,250208-084452391221638,中通快递,78481262570693	,已签收
2025-02-09 14:11:31,250208-036532437413698,中通快递,78481262563665	,转运中
2025-02-09 14:11:31,250208-012163509903307,中通快递,78481262547818	,已派件
2025-02-09 14:11:31,250208-008430579291138,中通快递,78481262578413	,转运中
2025-02-09 14:10:17,250209-243447949753038,中通快递,78481262570678	,转运中
2025-02-09 14:10:16,250209-581477405080686,中通快递,78481262563305	,已派件
2025-02-09 14:10:16,250209-485574581810145,中通快递,78481262570096	,已派件
2025-02-09 14:10:16,250209-440789931670784,中通快递,78481262570744	,已派件
2025-02-09 14:10:16,250209-384250755500707,中通快递,78481262555090	,已派件
2025-02-09 14:10:16,250209-351356916073787,中通快递,78481262570823	,已签收
2025-02-09 14:10:16,250209-279172881983560,中通快递,78481262560717	,已派件
2025-02-09 14:10:16,250208-294398205561789,中通快递,78481262570665	,转运中
2025-02-09 14:09:08,250209-667617871502999,中通快递,78481262555179	,已派件
2025-02-09 14:09:08,250209-456088686973855,中通快递,78481262570027	,转运中
2025-02-09 14:09:08,250209-182924121720337,中通快递,78481262570196	,已签收
2025-02-09 14:09:08,250208-444428511530513,中通快递,78481262576423	,已派件
2025-02-09 14:09:08,250208-388507953481258,中通快递,78481262569663	,已派件
2025-02-09 14:09:08,250208-208456968511838,中通快递,78481262555074	,已派件
2025-02-09 14:09:08,250208-130652587623679,中通快递,78481262547846	,已派件
2025-02-09 14:08:49,250209-052135278880376,中通快递,78481262562220	,转运中
2025-02-09 14:08:48,250209-070097365303458,中通快递,78481262563573	,转运中
2025-02-09 14:08:48,250208-658830856593072,中通快递,78481262562947	,转运中
2025-02-09 14:08:47,250209-349825943102038,中通快递,78481262563333	,已签收
2025-02-09 14:08:47,250209-234755212843109,中通快递,78481262563586	,已派件
2025-02-09 14:08:47,250209-140226086401752,中通快递,78481262563532	,已签收
2025-02-09 14:08:47,250209-094214623640851,中通快递,78481262570731	,已派件
2025-02-09 14:08:47,250208-558911987241119,中通快递,78481262570068	,转运中
2025-02-09 14:08:47,250208-521572258213196,中通快递,78481262570239	,已派件
2025-02-09 14:08:47,250208-521572206122078,中通快递,78481262569607	,已派件
2025-02-09 14:08:47,250208-411870216630266,中通快递,78481262563042	,转运中
2025-02-09 14:08:47,250208-406679723592532,中通快递,78481262577578	,转运中
2025-02-09 14:08:47,250208-401111815771581,中通快递,78481262578347	,已签收
2025-02-09 14:08:47,250208-323538205111048,中通快递,78481262570119	,已签收
2025-02-09 14:08:47,250208-268917870960549,中通快递,78481262577802	,已派件
2025-02-09 14:08:47,250208-265761605180932,中通快递,78481262570206	,转运中
2025-02-09 14:08:47,250208-248271388983904,中通快递,78481262570586	,转运中
2025-02-09 14:08:47,250208-217998958123998,中通快递,78481262569480	,已派件
2025-02-09 14:08:47,250208-192518571671872,中通快递,78481262569492	,已派件
2025-02-09 14:08:47,250208-167038174780317,中通快递,78481262570295	,已签收
2025-02-09 14:08:46,250209-279539904121035,中通快递,78481262578306	,已签收
2025-02-09 14:08:46,250209-156552414730048,中通快递,78481262570652	,已派件
2025-02-09 14:08:46,250208-677296217640319,中通快递,78481262578191	,转运中
2025-02-09 14:08:46,250208-659145377351369,中通快递,78481262577856	,转运中
2025-02-09 14:08:46,250208-578562321961988,中通快递,78481262563318	,转运中
2025-02-09 14:08:14,250209-585325689250730,中通快递,78481262563206	,已派件
2025-02-09 14:08:14,250209-395376126242625,中通快递,78481262569888	,转运中
2025-02-09 14:08:14,250209-365072238092307,中通快递,78481262563599	,转运中
2025-02-09 14:08:14,250209-356023089453581,中通快递,78481262569622	,转运中
2025-02-09 14:08:14,250209-217527161201187,中通快递,78481262555087	,已派件
2025-02-09 14:08:13,250209-662479849081801,中通快递,78481262570175	,转运中
2025-02-09 14:08:13,250209-292049467760471,中通快递,78481262578441	,转运中
2025-02-09 14:08:13,250209-173654709772047,中通快递,78481262563241	,已派件
2025-02-09 14:08:13,250209-040181502282460,中通快递,78481262570282	,转运中
2025-02-09 14:08:13,250208-087272998431200,中通快递,78481262563520	,已派件
2025-02-09 14:04:33,250209-351828743770877,中通快递,78481262570637	,已派件
2025-02-09 14:04:33,250209-335722606152777,中通快递,78481262555194	,已派件
2025-02-09 14:03:33,250209-637051901511054,中通快递,78481262563545	,转运中
2025-02-09 14:03:33,250209-616814353993003,中通快递,78481262560732	,已派件
2025-02-09 14:03:33,250209-596996340040934,中通快递,78481262563068	,已派件
2025-02-09 14:03:33,250209-037843177863906,中通快递,78481262570106	,已派件
2025-02-09 14:03:33,250208-545385377321067,中通快递,78481262547805	,已派件
2025-02-09 14:03:33,250208-519244409132508,中通快递,78481262577141	,已签收
2025-02-09 14:03:33,250208-079817685380552,中通快递,78481262570162	,已派件
